algorithm,n_evaluations,mean_norm_z,std_norm_z,n_runs
sa,562.1698113207548,0.9528017158308766,0.03793053845186898,270
sa,567.7358490566038,0.9554157871769596,0.03647392034964794,270
sa,573.3018867924528,0.9565961281745545,0.035829207675188504,270
sa,578.867924528302,0.9574831381325951,0.035064553418048074,270
sa,584.433962264151,0.9594355363313538,0.03463236258545429,270
sa,590.0,0.9618091462843971,0.0344350860884459,270
sa,595.5660377358491,0.9630928742557592,0.03423340121669586,270
sa,601.1320754716982,0.9648380404061891,0.03306155150308429,270
sa,606.6981132075472,0.9669580208575269,0.03160651211185883,270
sa,612.2641509433963,0.9693520813471463,0.02974748796835818,270
sa,617.8301886792453,0.9707508316680741,0.029242084229024218,270
sa,623.3962264150944,0.9726118638277937,0.028498709103890067,270
sa,628.9622641509434,0.9738435713265546,0.027178662083003687,270
sa,634.5283018867925,0.9759838196124972,0.025889110245040883,270
sa,640.0943396226415,0.9769206913123477,0.02547336758440086,270
sa,645.6603773584906,0.9790045791687947,0.024069169743475963,270
sa,651.2264150943397,0.9813371561332583,0.023799864344063774,270
sa,656.7924528301887,0.981676570911351,0.02370014610853332,270
sa,662.3584905660377,0.9829344677793005,0.023635332497856588,270
sa,667.9245283018869,0.983683132360804,0.02327091883322532,270
sa,673.4905660377359,0.9841605961056601,0.02270802310653509,270
sa,679.0566037735849,0.9844601332207606,0.022721390164467985,270
sa,684.622641509434,0.986343406924387,0.021776555181843314,270
sa,690.1886792452831,0.9872895010309369,0.02030564483135464,270
sa,695.7547169811321,0.9882742911262639,0.0188210436444247,270
sa,701.3207547169811,0.9897166765966351,0.017071956469344285,270
sa,706.8867924528303,0.9901789154713991,0.01598970724971555,270
sa,712.4528301886793,0.9916627417923554,0.015215758234716065,270
sa,718.0188679245283,0.9930143967121022,0.011587756819692189,270
sa,723.5849056603774,0.9947670925117492,0.010012026181787833,270
sa,729.1509433962265,0.995461725452285,0.009468609383171834,270
sa,734.7169811320755,0.9956664871344182,0.009439228818073289,270
sa,740.2830188679246,0.9960128929144101,0.009503889052241905,270
sa,745.8490566037736,0.9966582257809219,0.009081628393579575,270
sa,751.4150943396227,0.9975645998025049,0.00799881689489245,270
sa,756.9811320754717,0.9976128920863594,0.00800188083090073,270
sa,762.5471698113208,0.9976421635006573,0.008006678401164431,270
sa,768.1132075471698,0.9977232580772379,0.008004275105436639,270
sa,773.6792452830189,0.9980227711322435,0.007548547924862693,270
sa,779.245283018868,0.9995406413425373,0.0020083803253636364,270
sa,784.811320754717,0.9997967358397291,0.00112179518313086,270
sa,790.377358490566,0.999989652996983,6.658930841332901e-05,270
sa,795.9433962264152,0.9999939568379658,5.126454919300782e-05,270
sa,801.5094339622642,0.9999951237863713,4.510131316179013e-05,270
sa,807.0754716981132,0.999999621169422,6.213283449135679e-06,270
sa,812.6415094339623,1.0,0.0,270
sa,818.2075471698114,1.0,0.0,270
sa,823.7735849056604,1.0,0.0,270
sa,829.3396226415094,1.0,0.0,270
sa,834.9056603773586,1.0,0.0,270
sa,840.4716981132076,1.0,0.0,270
sa,846.0377358490566,1.0,0.0,270
sa,851.6037735849058,1.0,0.0,270
sa,857.1698113207548,1.0,0.0,270
sa,862.7358490566038,1.0,0.0,270
sa,868.3018867924529,1.0,0.0,270
sa,873.867924528302,1.0,0.0,270
sa,879.433962264151,1.0,0.0,270
sa,885.0,1.0,0.0,270
de,0.0,0.0,0.0,270
de,68.72955974842768,0.04032952203320334,0.029547400041996626,270
de,137.45911949685535,0.2495998441588824,0.10704173730890705,270
de,206.18867924528303,0.4824054324472951,0.13284068039524624,270
de,274.9182389937107,0.6484516578456843,0.12882613910905003,270
de,343.6477987421384,0.7472419481652196,0.10650905742049802,270
de,412.37735849056605,0.8112060623459183,0.09317884139574598,270
de,481.1069182389937,0.8593607530336487,0.07778324730376082,270
de,549.8364779874214,0.8944546880028597,0.06797911744637644,270
de,618.566037735849,0.9214324607155526,0.05845826399037678,270
de,687.2955974842768,0.9436646296280966,0.04860495839127087,270
de,756.0251572327045,0.9612188075441694,0.03895073788051123,270
de,824.7547169811321,0.9709881255120508,0.035091285610793534,270
